,Module,Features,GeneName,CellType
21724,TempusM6,ENSG00000112782,CLIC5,Tempus
21725,TempusM6,ENSG00000164032,H2AFZ,Tempus
21726,TempusM6,ENSG00000196782,MAML3,Tempus
21727,TempusM6,ENSG00000026508,CD44,Tempus
21728,TempusM6,ENSG00000203709,C1orf132,Tempus
21729,TempusM6,ENSG00000008513,ST3GAL1,Tempus
21730,TempusM6,ENSG00000169155,ZBTB43,Tempus
21731,TempusM6,ENSG00000117862,TXNDC12,Tempus
21732,TempusM6,ENSG00000177000,MTHFR,Tempus
21733,TempusM6,ENSG00000152422,XRCC4,Tempus
21734,TempusM6,ENSG00000023697,DERA,Tempus
21735,TempusM6,ENSG00000175806,MSRA,Tempus
21736,TempusM6,ENSG00000163113,OTUD7B,Tempus
21737,TempusM6,ENSG00000119402,FBXW2,Tempus
21738,TempusM6,ENSG00000134825,C11orf10,Tempus
21739,TempusM6,ENSG00000261643,RP11-529E10.6,Tempus
21740,TempusM6,ENSG00000169905,TOR1AIP2,Tempus
21741,TempusM6,ENSG00000197961,ZNF121,Tempus
21742,TempusM6,ENSG00000149428,HYOU1,Tempus
21743,TempusM6,ENSG00000155906,RMND1,Tempus
21744,TempusM6,ENSG00000185986,SDHAP3,Tempus
21745,TempusM6,ENSG00000163191,S100A11,Tempus
21746,TempusM6,ENSG00000148672,GLUD1,Tempus
21747,TempusM6,ENSG00000086065,CHMP5,Tempus
21748,TempusM6,ENSG00000170629,DPY19L2P2,Tempus
21749,TempusM6,ENSG00000136631,VPS45,Tempus
21750,TempusM6,ENSG00000255121,RP11-110I1.12,Tempus
21751,TempusM6,ENSG00000171824,EXOSC10,Tempus
21752,TempusM6,ENSG00000244701,RP5-894A10.2,Tempus
21753,TempusM6,ENSG00000234616,JRK,Tempus
21754,TempusM6,ENSG00000083812,ZNF324,Tempus
21755,TempusM6,ENSG00000158805,ZNF276,Tempus
21756,TempusM6,ENSG00000084444,KIAA1467,Tempus
21757,TempusM6,ENSG00000102393,GLA,Tempus
21758,TempusM6,ENSG00000067601,PMS2P4,Tempus
21759,TempusM6,ENSG00000160305,DIP2A,Tempus
21760,TempusM6,ENSG00000125871,C20orf72,Tempus
21761,TempusM6,ENSG00000100311,PDGFB,Tempus
21762,TempusM6,ENSG00000203705,TATDN3,Tempus
21763,TempusM6,ENSG00000115875,SRSF7,Tempus
21764,TempusM6,ENSG00000166477,LEO1,Tempus
21765,TempusM6,ENSG00000168394,TAP1,Tempus
21766,TempusM6,ENSG00000158863,FAM160B2,Tempus
21767,TempusM6,ENSG00000007923,DNAJC11,Tempus
21768,TempusM6,ENSG00000163131,CTSS,Tempus
21769,TempusM6,ENSG00000084652,TXLNA,Tempus
21770,TempusM6,ENSG00000149131,SERPING1,Tempus
21771,TempusM6,ENSG00000176024,ZNF613,Tempus
21772,TempusM6,ENSG00000113732,ATP6V0E1,Tempus
21773,TempusM6,ENSG00000112486,CCR6,Tempus
21774,TempusM6,ENSG00000161021,MAML1,Tempus
21775,TempusM6,ENSG00000171467,ZNF318,Tempus
21776,TempusM6,ENSG00000101247,NDUFAF5,Tempus
21777,TempusM6,ENSG00000237037,RP4-669P10.18,Tempus
21778,TempusM6,ENSG00000116133,DHCR24,Tempus
21779,TempusM6,ENSG00000164751,PEX2,Tempus
21780,TempusM6,ENSG00000238260,RP11-46F15.2,Tempus
21781,TempusM6,ENSG00000105227,PRX,Tempus
21782,TempusM6,ENSG00000172432,GTPBP2,Tempus
21783,TempusM6,ENSG00000251390,RP11-276A18.2,Tempus
21784,TempusM6,ENSG00000167291,TBC1D16,Tempus
21785,TempusM6,ENSG00000214106,AC093726.6,Tempus
21786,TempusM6,ENSG00000177868,CCDC23,Tempus
21787,TempusM6,ENSG00000189068,VSTM1,Tempus
21788,TempusM6,ENSG00000172113,NME6,Tempus
21789,TempusM6,ENSG00000137274,BPHL,Tempus
21790,TempusM6,ENSG00000011485,PPP5C,Tempus
21791,TempusM6,ENSG00000120942,UBIAD1,Tempus
21792,TempusM6,ENSG00000072849,DERL2,Tempus
21793,TempusM6,ENSG00000213713,PIGCP1,Tempus
21794,TempusM6,ENSG00000198218,QRICH1,Tempus
21795,TempusM6,ENSG00000103707,MTFMT,Tempus
21796,TempusM6,ENSG00000186026,ZNF284,Tempus
21797,TempusM6,ENSG00000196459,TRAPPC2,Tempus
21798,TempusM6,ENSG00000161405,IKZF3,Tempus
21799,TempusM6,ENSG00000135951,TSGA10,Tempus
21800,TempusM6,ENSG00000077235,GTF3C1,Tempus
21801,TempusM6,ENSG00000263789,RP11-45M22.6,Tempus
21802,TempusM6,ENSG00000143771,CNIH4,Tempus
21803,TempusM6,ENSG00000230438,RP11-420G6.4,Tempus
21804,TempusM6,ENSG00000196407,THEM5,Tempus
21805,TempusM6,ENSG00000151327,FAM177A1,Tempus
21806,TempusM6,ENSG00000075275,CELSR1,Tempus
21807,TempusM6,ENSG00000142178,SIK1,Tempus
21808,TempusM6,ENSG00000165609,NUDT5,Tempus
21809,TempusM6,ENSG00000232815,RP11-764K9.2,Tempus
21810,TempusM6,ENSG00000262468,RP11-95P2.1,Tempus
21811,TempusM6,ENSG00000143437,ARNT,Tempus
21812,TempusM6,ENSG00000080603,SRCAP,Tempus
21813,TempusM6,ENSG00000100567,PSMA3,Tempus
21814,TempusM6,ENSG00000111642,CHD4,Tempus
21815,TempusM6,ENSG00000160679,CHTOP,Tempus
21816,TempusM6,ENSG00000143127,ITGA10,Tempus
21817,TempusM6,ENSG00000196502,SULT1A1,Tempus
21818,TempusM6,ENSG00000172594,SMPDL3A,Tempus
21819,TempusM6,ENSG00000099290,FAM21A,Tempus
21820,TempusM6,ENSG00000135045,C9orf40,Tempus
21821,TempusM6,ENSG00000143653,SCCPDH,Tempus
21822,TempusM6,ENSG00000254783,RP11-320L11.2,Tempus
21823,TempusM6,ENSG00000151914,DST,Tempus
21824,TempusM6,ENSG00000267040,RP11-35G9.3,Tempus
21825,TempusM6,ENSG00000162645,GBP2,Tempus
21826,TempusM6,ENSG00000143387,CTSK,Tempus
21827,TempusM6,ENSG00000101417,PXMP4,Tempus
21828,TempusM6,ENSG00000147130,ZMYM3,Tempus
21829,TempusM6,ENSG00000048991,R3HDM1,Tempus
21830,TempusM6,ENSG00000183386,FHL3,Tempus
21831,TempusM6,ENSG00000110274,CEP164,Tempus
21832,TempusM6,ENSG00000111670,GNPTAB,Tempus
21833,TempusM6,ENSG00000259891,CTA-204B4.2,Tempus
21834,TempusM6,ENSG00000138623,SEMA7A,Tempus
21835,TempusM6,ENSG00000169087,HSPBAP1,Tempus
21836,TempusM6,ENSG00000038532,CLEC16A,Tempus
21837,TempusM6,ENSG00000147140,NONO,Tempus
21838,TempusM6,ENSG00000147144,CCDC120,Tempus
21839,TempusM6,ENSG00000116489,CAPZA1,Tempus
21840,TempusM6,ENSG00000242258,RP11-511P7.2,Tempus
21841,TempusM6,ENSG00000171044,XKR6,Tempus
21842,TempusM6,ENSG00000107957,SH3PXD2A,Tempus
21843,TempusM6,ENSG00000116209,TMEM59,Tempus
21844,TempusM6,ENSG00000211696,TRGV8,Tempus
21845,TempusM6,ENSG00000216895,AC009403.2,Tempus
21846,TempusM6,ENSG00000260005,AC027601.1,Tempus
21847,TempusM6,ENSG00000166261,ZNF202,Tempus
21848,TempusM6,ENSG00000159164,SV2A,Tempus
21849,TempusM6,ENSG00000167522,ANKRD11,Tempus
21850,TempusM6,ENSG00000215447,BX322557.10,Tempus
21851,TempusM6,ENSG00000127463,EMC1,Tempus
21852,TempusM6,ENSG00000161847,RAVER1,Tempus
21853,TempusM6,ENSG00000173933,RBM4,Tempus
21854,TempusM6,ENSG00000124541,RRP36,Tempus
21855,TempusM6,ENSG00000173950,XXYLT1,Tempus
21856,TempusM6,ENSG00000137877,SPTBN5,Tempus
21857,TempusM6,ENSG00000204256,BRD2,Tempus
21858,TempusM6,ENSG00000130119,GNL3L,Tempus
21859,TempusM6,ENSG00000162434,JAK1,Tempus
21860,TempusM6,ENSG00000159433,STARD9,Tempus
21861,TempusM6,ENSG00000225205,AC093818.1,Tempus
21862,TempusM6,ENSG00000107882,SUFU,Tempus
21863,TempusM6,ENSG00000133393,FOPNL,Tempus
21864,TempusM6,ENSG00000184677,ZBTB40,Tempus
21865,TempusM6,ENSG00000184545,DUSP8,Tempus
21866,TempusM6,ENSG00000121281,ADCY7,Tempus
21867,TempusM6,ENSG00000184708,EIF4ENIF1,Tempus
21868,TempusM6,ENSG00000141568,FOXK2,Tempus
21869,TempusM6,ENSG00000221869,CEBPD,Tempus
21870,TempusM6,ENSG00000128191,DGCR8,Tempus
21871,TempusM6,ENSG00000181800,CELF2-AS1,Tempus
21872,TempusM6,ENSG00000187189,TSPYL4,Tempus
21873,TempusM6,ENSG00000107185,RGP1,Tempus
21874,TempusM6,ENSG00000234635,RP11-9E13.2,Tempus
21875,TempusM6,ENSG00000104388,RAB2A,Tempus
21876,TempusM6,ENSG00000081985,IL12RB2,Tempus
21877,TempusM6,ENSG00000124613,ZNF391,Tempus
21878,TempusM6,ENSG00000100422,CERK,Tempus
21879,TempusM6,ENSG00000154781,CCDC174,Tempus
21880,TempusM6,ENSG00000205476,CCDC85C,Tempus
21881,TempusM6,ENSG00000235217,TSPY26P,Tempus
21882,TempusM6,ENSG00000002933,TMEM176A,Tempus
21883,TempusM6,ENSG00000103064,SLC7A6,Tempus
21884,TempusM6,ENSG00000107819,SFXN3,Tempus
21885,TempusM6,ENSG00000269728,RP11-145M9.4,Tempus
21886,TempusM6,ENSG00000112335,SNX3,Tempus
21887,TempusM6,ENSG00000204619,PPP1R11,Tempus
21888,TempusM6,ENSG00000165113,GKAP1,Tempus
21889,TempusM6,ENSG00000144848,ATG3,Tempus
21890,TempusM6,ENSG00000139645,ANKRD52,Tempus
21891,TempusM6,ENSG00000103091,WDR59,Tempus
21892,TempusM6,ENSG00000139644,TMBIM6,Tempus
21893,TempusM6,ENSG00000182534,MXRA7,Tempus
21894,TempusM6,ENSG00000178209,PLEC,Tempus
21895,TempusM6,ENSG00000225556,C2CD4D,Tempus
21896,TempusM6,ENSG00000197102,DYNC1H1,Tempus
21897,TempusM6,ENSG00000110721,CHKA,Tempus
21898,TempusM6,ENSG00000213123,TCTEX1D2,Tempus
21899,TempusM6,ENSG00000092199,HNRNPC,Tempus
21900,TempusM6,ENSG00000159899,NPR2,Tempus
21901,TempusM6,ENSG00000171456,ASXL1,Tempus
21902,TempusM6,ENSG00000168026,TTC21A,Tempus
21903,TempusM6,ENSG00000158158,CNNM4,Tempus
21904,TempusM6,ENSG00000183291,SEPTIN15,Tempus
21905,TempusM6,ENSG00000077044,DGKD,Tempus
21906,TempusM6,ENSG00000267025,AC015849.19,Tempus
21907,TempusM6,ENSG00000248008,RP11-18C24.6,Tempus
21908,TempusM6,ENSG00000237254,TRBV30,Tempus
21909,TempusM6,ENSG00000074356,C17orf85,Tempus
21910,TempusM6,ENSG00000261754,CTC-523E23.1,Tempus
21911,TempusM6,ENSG00000092758,COL9A3,Tempus
21912,TempusM6,ENSG00000115128,SF3B14,Tempus
21913,TempusM6,ENSG00000204790,CBWD6,Tempus
21914,TempusM6,ENSG00000149657,LSM14B,Tempus
21915,TempusM6,ENSG00000165672,PRDX3,Tempus
21916,TempusM6,ENSG00000118503,TNFAIP3,Tempus
21917,TempusM6,ENSG00000181104,F2R,Tempus
21918,TempusM6,ENSG00000068489,PRR11,Tempus
21919,TempusM6,ENSG00000235750,KIAA0040,Tempus
21920,TempusM6,ENSG00000260482,CTD-2196E14.9,Tempus
21921,TempusM6,ENSG00000145217,SLC26A1,Tempus
21922,TempusM6,ENSG00000162522,KIAA1522,Tempus
21923,TempusM6,ENSG00000070814,TCOF1,Tempus
21924,TempusM6,ENSG00000172943,PHF8,Tempus
21925,TempusM6,ENSG00000103061,SLC7A6OS,Tempus
21926,TempusM6,ENSG00000101337,TM9SF4,Tempus
21927,TempusM6,ENSG00000162222,TTC9C,Tempus
21928,TempusM6,ENSG00000169429,IL8,Tempus
21929,TempusM6,ENSG00000183458,RP11-958N24.1,Tempus
21930,TempusM6,ENSG00000198018,ENTPD7,Tempus
21931,TempusM6,ENSG00000073009,IKBKG,Tempus
21932,TempusM6,ENSG00000037474,NSUN2,Tempus
21933,TempusM6,ENSG00000182149,IST1,Tempus
21934,TempusM6,ENSG00000116898,MRPS15,Tempus
21935,TempusM6,ENSG00000168137,SETD5,Tempus
21936,TempusM6,ENSG00000134539,KLRD1,Tempus
21937,TempusM6,ENSG00000136867,SLC31A2,Tempus
21938,TempusM6,ENSG00000175048,ZDHHC14,Tempus
21939,TempusM6,ENSG00000162735,PEX19,Tempus
21940,TempusM6,ENSG00000197724,PHF2,Tempus
21941,TempusM6,ENSG00000211770,TRBJ2-6,Tempus
21942,TempusM6,ENSG00000262823,RP13-580F15.2,Tempus
21943,TempusM6,ENSG00000101004,NINL,Tempus
21944,TempusM6,ENSG00000227986,TRIM60P18,Tempus
21945,TempusM6,ENSG00000178252,WDR6,Tempus
21946,TempusM6,ENSG00000248905,FMN1,Tempus
21947,TempusM6,ENSG00000104833,TUBB4A,Tempus
21948,TempusM6,ENSG00000028277,POU2F2,Tempus
21949,TempusM6,ENSG00000038427,VCAN,Tempus
21950,TempusM6,ENSG00000224470,ATXN1L,Tempus
21951,TempusM6,ENSG00000065029,ZNF76,Tempus
21952,TempusM6,ENSG00000166197,NOLC1,Tempus
21953,TempusM6,ENSG00000242125,SNHG3,Tempus
21954,TempusM6,ENSG00000162775,RBM15,Tempus
21955,TempusM6,ENSG00000171631,P2RY6,Tempus
21956,TempusM6,ENSG00000124422,USP22,Tempus
21957,TempusM6,ENSG00000177879,AP3S1,Tempus
21958,TempusM6,ENSG00000154358,OBSCN,Tempus
21959,TempusM6,ENSG00000099381,SETD1A,Tempus
21960,TempusM6,ENSG00000173890,GPR160,Tempus
21961,TempusM6,ENSG00000104221,BRF2,Tempus
21962,TempusM6,ENSG00000025800,KPNA6,Tempus
21963,TempusM6,ENSG00000111144,LTA4H,Tempus
21964,TempusM6,ENSG00000162702,ZNF281,Tempus
21965,TempusM6,ENSG00000232788,AC078883.3,Tempus
21966,TempusM6,ENSG00000109685,WHSC1,Tempus
21967,TempusM6,ENSG00000121390,PSPC1,Tempus
21968,TempusM6,ENSG00000122218,COPA,Tempus
21969,TempusM6,ENSG00000156304,SCAF4,Tempus
21970,TempusM6,ENSG00000169129,AFAP1L2,Tempus
21971,TempusM6,ENSG00000091490,SEL1L3,Tempus
21972,TempusM6,ENSG00000182985,CADM1,Tempus
21973,TempusM6,ENSG00000206190,ATP10A,Tempus
21974,TempusM6,ENSG00000118816,CCNI,Tempus
21975,TempusM6,ENSG00000078668,VDAC3,Tempus
21976,TempusM6,ENSG00000174529,TMEM81,Tempus
21977,TempusM6,ENSG00000187866,FAM122A,Tempus
21978,TempusM6,ENSG00000118855,MFSD1,Tempus
21979,TempusM6,ENSG00000143933,CALM2,Tempus
21980,TempusM6,ENSG00000204261,XXbac-BPG246D15.8,Tempus
21981,TempusM6,ENSG00000155506,LARP1,Tempus
21982,TempusM6,ENSG00000176595,KBTBD11,Tempus
21983,TempusM6,ENSG00000153767,GTF2E1,Tempus
21984,TempusM6,ENSG00000135801,TAF5L,Tempus
21985,TempusM6,ENSG00000198915,RASGEF1A,Tempus
21986,TempusM6,ENSG00000108590,MED31,Tempus
21987,TempusM6,ENSG00000136371,MTHFS,Tempus
21988,TempusM6,ENSG00000005844,ITGAL,Tempus
21989,TempusM6,ENSG00000162931,TRIM17,Tempus
21990,TempusM6,ENSG00000095539,SEMA4G,Tempus
21991,TempusM6,ENSG00000088812,ATRN,Tempus
21992,TempusM6,ENSG00000095485,CWF19L1,Tempus
21993,TempusM6,ENSG00000074319,TSG101,Tempus
21994,TempusM6,ENSG00000084112,SSH1,Tempus
21995,TempusM6,ENSG00000228506,RP11-98I9.4,Tempus
21996,TempusM6,ENSG00000205352,PRR13,Tempus
21997,TempusM6,ENSG00000167986,DDB1,Tempus
21998,TempusM6,ENSG00000183718,TRIM52,Tempus
21999,TempusM6,ENSG00000076382,SPAG5,Tempus
22000,TempusM6,ENSG00000269202,RP4-614O4.12,Tempus
22001,TempusM6,ENSG00000255389,C6orf3,Tempus
22002,TempusM6,ENSG00000242732,RGAG4,Tempus
22003,TempusM6,ENSG00000121671,CRY2,Tempus
22004,TempusM6,ENSG00000166341,DCHS1,Tempus
22005,TempusM6,ENSG00000105323,HNRNPUL1,Tempus
22006,TempusM6,ENSG00000074621,SLC24A1,Tempus
22007,TempusM6,ENSG00000183741,CBX6,Tempus
22008,TempusM6,ENSG00000168000,BSCL2,Tempus
22009,TempusM6,ENSG00000161960,EIF4A1,Tempus
22010,TempusM6,ENSG00000261827,RP11-340F14.5,Tempus
22011,TempusM6,ENSG00000074657,ZNF532,Tempus
22012,TempusM6,ENSG00000168826,ZBTB49,Tempus
22013,TempusM6,ENSG00000140320,BAHD1,Tempus
22014,TempusM6,ENSG00000112367,FIG4,Tempus
22015,TempusM6,ENSG00000149177,PTPRJ,Tempus
22016,TempusM6,ENSG00000051620,HEBP2,Tempus
22017,TempusM6,ENSG00000109956,B3GAT1,Tempus
22018,TempusM6,ENSG00000179523,RP11-151N17.2,Tempus
22019,TempusM6,ENSG00000188185,LINC00265,Tempus
22020,TempusM6,ENSG00000103121,CMC2,Tempus
22021,TempusM6,ENSG00000143379,SETDB1,Tempus
22022,TempusM6,ENSG00000162004,CCDC78,Tempus
22023,TempusM6,ENSG00000145016,KIAA0226,Tempus
22024,TempusM6,ENSG00000228801,RP11-110G21.1,Tempus
22025,TempusM6,ENSG00000259431,THTPA,Tempus
22026,TempusM6,ENSG00000079739,PGM1,Tempus
22027,TempusM6,ENSG00000131686,CA6,Tempus
22028,TempusM6,ENSG00000165792,METTL17,Tempus
22029,TempusM6,ENSG00000243536,RP11-292F22.6,Tempus
22030,TempusM6,ENSG00000101298,SNPH,Tempus
22031,TempusM6,ENSG00000084774,CAD,Tempus
22032,TempusM6,ENSG00000218226,TATDN2P2,Tempus
22033,TempusM6,ENSG00000085063,CD59,Tempus
22034,TempusM6,ENSG00000123444,KBTBD4,Tempus
22035,TempusM6,ENSG00000130382,MLLT1,Tempus
22036,TempusM6,ENSG00000167333,TRIM68,Tempus
22037,TempusM6,ENSG00000150048,CLEC1A,Tempus
22038,TempusM6,ENSG00000196187,TMEM63A,Tempus
22039,TempusM6,ENSG00000109220,CHIC2,Tempus
22040,TempusM6,ENSG00000002745,WNT16,Tempus
22041,TempusM6,ENSG00000054116,TRAPPC3,Tempus
22042,TempusM6,ENSG00000111540,RAB5B,Tempus
22043,TempusM6,ENSG00000262222,RP11-876N24.4,Tempus
22044,TempusM6,ENSG00000204843,DCTN1,Tempus
22045,TempusM6,ENSG00000143630,HCN3,Tempus
22046,TempusM6,ENSG00000059573,ALDH18A1,Tempus
22047,TempusM6,ENSG00000167716,WDR81,Tempus
22048,TempusM6,ENSG00000068654,POLR1A,Tempus
22049,TempusM6,ENSG00000124226,RNF114,Tempus
22050,TempusM6,ENSG00000143772,ITPKB,Tempus
22051,TempusM6,ENSG00000132670,PTPRA,Tempus
22052,TempusM6,ENSG00000148488,ST8SIA6,Tempus
22053,TempusM6,ENSG00000219665,CTD-2006C1.2,Tempus
22054,TempusM6,ENSG00000179051,RCC2,Tempus
22055,TempusM6,ENSG00000197223,C1D,Tempus
22056,TempusM6,ENSG00000054277,OPN3,Tempus
22057,TempusM6,ENSG00000231074,HCG18,Tempus
22058,TempusM6,ENSG00000104765,BNIP3L,Tempus
22059,TempusM6,ENSG00000204435,CSNK2B,Tempus
22060,TempusM6,ENSG00000163155,LYSMD1,Tempus
22061,TempusM6,ENSG00000213995,CARKD,Tempus
22062,TempusM6,ENSG00000179832,HEATR7A,Tempus
22063,TempusM6,ENSG00000090975,PITPNM2,Tempus
22064,TempusM6,ENSG00000004399,PLXND1,Tempus
22065,TempusM6,ENSG00000151445,VIPAS39,Tempus
22066,TempusM6,ENSG00000169031,COL4A3,Tempus
22067,TempusM6,ENSG00000196154,S100A4,Tempus
22068,TempusM6,ENSG00000123411,IKZF4,Tempus
22069,TempusM6,ENSG00000155275,TRMT44,Tempus
22070,TempusM6,ENSG00000178607,ERN1,Tempus
22071,TempusM6,ENSG00000258686,RP4-773N10.5,Tempus
22072,TempusM6,ENSG00000128203,ASPHD2,Tempus
22073,TempusM6,ENSG00000205903,ZNF316,Tempus
22074,TempusM6,ENSG00000108797,CNTNAP1,Tempus
22075,TempusM6,ENSG00000142303,ADAMTS10,Tempus
22076,TempusM6,ENSG00000143842,SOX13,Tempus
22077,TempusM6,ENSG00000234614,AL450992.2,Tempus
22078,TempusM6,ENSG00000214087,ARL16,Tempus
22079,TempusM6,ENSG00000100612,DHRS7,Tempus
22080,TempusM6,ENSG00000198934,MAGEE1,Tempus
22081,TempusM6,ENSG00000152348,ATG10,Tempus
22082,TempusM6,ENSG00000120647,CCDC77,Tempus
22083,TempusM6,ENSG00000172775,FAM192A,Tempus
22084,TempusM6,ENSG00000136141,LRCH1,Tempus
22085,TempusM6,ENSG00000168958,MFF,Tempus
22086,TempusM6,ENSG00000156958,GALK2,Tempus
22087,TempusM6,ENSG00000140548,ZNF710,Tempus
22088,TempusM6,ENSG00000159388,BTG2,Tempus
22089,TempusM6,ENSG00000112941,PAPD7,Tempus
22090,TempusM6,ENSG00000151503,NCAPD3,Tempus
22091,TempusM6,ENSG00000147164,SNX12,Tempus
22092,TempusM6,ENSG00000258839,MC1R,Tempus
22093,TempusM6,ENSG00000067141,NEO1,Tempus
22094,TempusM6,ENSG00000130052,STARD8,Tempus
22095,TempusM6,ENSG00000124523,SIRT5,Tempus
22096,TempusM6,ENSG00000246596,RP11-1277A3.2,Tempus
22097,TempusM6,ENSG00000263264,CTB-133G6.1,Tempus
22098,TempusM6,ENSG00000160218,TRAPPC10,Tempus
22099,TempusM6,ENSG00000134780,DAGLA,Tempus
22100,TempusM6,ENSG00000167110,GOLGA2,Tempus
22101,TempusM6,ENSG00000141179,PCTP,Tempus
22102,TempusM6,ENSG00000100403,ZC3H7B,Tempus
22103,TempusM6,ENSG00000111237,VPS29,Tempus
22104,TempusM6,ENSG00000184271,POU6F1,Tempus
22105,TempusM6,ENSG00000104325,DECR1,Tempus
22106,TempusM6,ENSG00000131845,ZNF304,Tempus
22107,TempusM6,ENSG00000143443,C1orf56,Tempus
22108,TempusM6,ENSG00000104824,HNRNPL,Tempus
22109,TempusM6,ENSG00000188211,NCR3LG1,Tempus
22110,TempusM6,ENSG00000107242,PIP5K1B,Tempus
22111,TempusM6,ENSG00000215790,SLC35E2,Tempus
22112,TempusM6,ENSG00000074276,CDHR2,Tempus
22113,TempusM6,ENSG00000153814,JAZF1,Tempus
22114,TempusM6,ENSG00000067369,TP53BP1,Tempus
22115,TempusM6,ENSG00000023171,GRAMD1B,Tempus
22116,TempusM6,ENSG00000111266,DUSP16,Tempus
22117,TempusM6,ENSG00000167202,TBC1D2B,Tempus
22118,TempusM6,ENSG00000158006,PAFAH2,Tempus
22119,TempusM6,ENSG00000128463,EMC4,Tempus
22120,TempusM6,ENSG00000144028,SNRNP200,Tempus
22121,TempusM6,ENSG00000119655,NPC2,Tempus
22122,TempusM6,ENSG00000124164,VAPB,Tempus
22123,TempusM6,ENSG00000259205,PRKXP1,Tempus
22124,TempusM6,ENSG00000136240,KDELR2,Tempus
22125,TempusM6,ENSG00000178921,PFAS,Tempus
22126,TempusM6,ENSG00000235245,RP11-122K13.12,Tempus
22127,TempusM6,ENSG00000166797,FAM96A,Tempus
22128,TempusM6,ENSG00000140750,ARHGAP17,Tempus
22129,TempusM6,ENSG00000198843,SELT,Tempus
22130,TempusM6,ENSG00000203667,COX20,Tempus
22131,TempusM6,ENSG00000140829,DHX38,Tempus
22132,TempusM6,ENSG00000225484,RP11-773D16.1,Tempus
22133,TempusM6,ENSG00000174083,PIK3R6,Tempus
22134,TempusM6,ENSG00000105854,PON2,Tempus
22135,TempusM6,ENSG00000013583,HEBP1,Tempus
22136,TempusM6,ENSG00000178188,SH2B1,Tempus
22137,TempusM6,ENSG00000163386,NBPF10,Tempus
22138,TempusM6,ENSG00000185453,C19orf68,Tempus
22139,TempusM6,ENSG00000139116,KIF21A,Tempus
22140,TempusM6,ENSG00000196422,PPP1R26,Tempus
22141,TempusM6,ENSG00000269343,ZNF587B,Tempus
22142,TempusM6,ENSG00000090447,TFAP4,Tempus
22143,TempusM6,ENSG00000065989,PDE4A,Tempus
22144,TempusM6,ENSG00000159023,EPB41,Tempus
22145,TempusM6,ENSG00000122643,NT5C3,Tempus
22146,TempusM6,ENSG00000134996,OSTF1,Tempus
22147,TempusM6,ENSG00000144182,LIPT1,Tempus
22148,TempusM6,ENSG00000196428,TSC22D2,Tempus
22149,TempusM6,ENSG00000133422,MORC2,Tempus
22150,TempusM6,ENSG00000162073,PAQR4,Tempus
22151,TempusM6,ENSG00000269399,CTD-3222D19.7,Tempus
22152,TempusM6,ENSG00000102572,STK24,Tempus
22153,TempusM6,ENSG00000102606,ARHGEF7,Tempus
22154,TempusM6,ENSG00000163013,FBXO41,Tempus
22155,TempusM6,ENSG00000160007,ARHGAP35,Tempus
22156,TempusM6,ENSG00000223891,RP5-995J12.2,Tempus
22157,TempusM6,ENSG00000116198,CEP104,Tempus
22158,TempusM6,ENSG00000134463,ECHDC3,Tempus
22159,TempusM6,ENSG00000129562,DAD1,Tempus
22160,TempusM6,ENSG00000129595,EPB41L4A,Tempus
22161,TempusM6,ENSG00000129625,REEP5,Tempus
22162,TempusM6,ENSG00000182093,WRB,Tempus
22163,TempusM6,ENSG00000064419,TNPO3,Tempus
22164,TempusM6,ENSG00000100038,TOP3B,Tempus
22165,TempusM6,ENSG00000230982,DSTNP1,Tempus
22166,TempusM6,ENSG00000100926,TM9SF1,Tempus
22167,TempusM6,ENSG00000124782,RREB1,Tempus
22168,TempusM6,ENSG00000090776,EFNB1,Tempus
22169,TempusM6,ENSG00000260556,CTD-2382E5.3,Tempus
22170,TempusM6,ENSG00000144401,METTL21A,Tempus
22171,TempusM6,ENSG00000231025,RP11-175O19.4,Tempus
22172,TempusM6,ENSG00000264781,hsa-mir-4537,Tempus
22173,TempusM6,ENSG00000006194,ZNF263,Tempus
22174,TempusM6,ENSG00000154165,GPR15,Tempus
22175,TempusM6,ENSG00000124256,ZBP1,Tempus
22176,TempusM6,ENSG00000110077,MS4A6A,Tempus
22177,TempusM6,ENSG00000254635,WAC-AS1,Tempus
22178,TempusM6,ENSG00000243716,61E3.4,Tempus
22179,TempusM6,ENSG00000163755,HPS3,Tempus
22180,TempusM6,ENSG00000105205,CLC,Tempus
22181,TempusM6,ENSG00000160094,ZNF362,Tempus
22182,TempusM6,ENSG00000188352,FOCAD,Tempus
22183,TempusM6,ENSG00000100099,HPS4,Tempus
22184,TempusM6,ENSG00000140470,ADAMTS17,Tempus
22185,TempusM6,ENSG00000085563,ABCB1,Tempus
22186,TempusM6,ENSG00000102897,LYRM1,Tempus
22187,TempusM6,ENSG00000235954,TTC28-AS1,Tempus
22188,TempusM6,ENSG00000231233,RP11-127L20.6,Tempus
22189,TempusM6,ENSG00000170365,SMAD1,Tempus
22190,TempusM6,ENSG00000158528,PPP1R9A,Tempus
22191,TempusM6,ENSG00000196535,MYO18A,Tempus
22192,TempusM6,ENSG00000186174,BCL9L,Tempus
22193,TempusM6,ENSG00000138744,NAAA,Tempus
22194,TempusM6,ENSG00000176407,KCMF1,Tempus
22195,TempusM6,ENSG00000133460,SLC2A11,Tempus
22196,TempusM6,ENSG00000174374,WBSCR16,Tempus
22197,TempusM6,ENSG00000204472,AIF1,Tempus
22198,TempusM6,ENSG00000242193,RP11-568K15.1,Tempus
